model,trial,elapsed_sec,rbac_patch,netpol_patch,podsec_patch,confidence
gemini-2.0-flash,1,3,false,false,false,0.9
gemini-2.0-flash,2,3,false,false,false,0.9
gemini-2.0-flash,3,3,false,false,false,0.9
gemini-2.0-flash,4,3,false,false,false,0.9
gemini-2.0-flash,5,3,false,false,false,0.9
gemini-2.0-flash,6,2,false,false,false,0.9
gemini-2.0-flash,7,3,false,false,false,0.9
gemini-2.0-flash,8,3,false,false,false,0.9
gemini-2.0-flash,9,3,false,false,false,0.9
gemini-2.0-flash,10,3,false,false,false,0.9
gemini-2.0-flash,1761337947,3,true,false,true,0.9
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,4,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,2,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,3,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,3,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,2,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,2,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,2,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,2,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,2,false,false,false,0,ERROR
NETPOL,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,2,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,2,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,2,false,false,false,0,ERROR
RBAC_PODSEC,gemini-2.0-flash,30,3,false,false,false,0,ERROR
